10986	-95.2660775167	29.55393075	Apartment
10988	-95.2750253667	29.5606148167	Starbucks
10989	-95.2749609833	29.5606040833	Starbucks
11003	-95.3973984718	29.7081364487	Hospital
11026	-95.2492332333	29.5496821333	Mexican
11033	-95.2469801833	29.5796263167	Modern
11052	-95.3828287	29.5570743	Walmart
11070	-95.3926348667	29.7378551833	University
11555	-95.3548479	29.7522854667	Live Music
11588	-95.3896522522	29.7217593909	History Museum
11861	-95.3621649742	29.750741591	Stadium
11862	-95.3553414345	29.7570381263	Stadium
11883	-95.4109382629	29.6847905172	Stadium
11926	-95.39720535	29.79004025	Coffee Shop
12225	-95.1955032333	29.9972891667	Apparel
12324	-95.5792093167	29.73691105	Pub
12492	-95.5732440833	29.9962699333	Starbucks
12886	-95.6052589333	29.7566521167	Church
13341	-95.4949235833	29.73207235	Other - Nightlife 
13564	-95.3912401167	29.7413957	Other - Architecture
13755	-95.4960608333	29.8430407	Crowne Plaza
13786	-95.5692744167	29.9085402333	Contemporary Church
13842	-95.4656767833	29.73970055	Apparel
13843	-95.4626619816	29.7392000211	Mall
13844	-95.4633164333	29.7405481333	Steakhouse
13884	-95.3990453482	29.7185413472	Sculpture
13895	-95.3892673552	29.72124111	Other - Art & Culture
13900	-95.3891372667	29.7214829833	Sculpture
13915	-95.4611706734	29.7373647983	Skyscraper
13917	-95.46183585	29.7353017167	Condo
14284	-95.5987358	29.7356986833	Pizza
14511	-95.48925875	29.7370719833	American
15323	-95.6003665833	29.736557	Mediterranean
15462	-95.46797275	29.8172163833	Mexican
15508	-95.43988465	29.7284138167	Burgers
15559	-95.4699039333	29.74007605	Steakhouse
15572	-95.47303675	29.7397434667	Corporate Office
15651	-95.3668122667	29.7714367167	Sculpture
15722	-95.5700360333	29.7363062167	Mexican
15726	-95.28296385	29.6216920833	Church
15741	-95.2312354833	29.6283253667	Mexican
15796	-95.4919409752	29.7849951793	Asian
15979	-95.48255185	29.7375640333	Mexican
16140	-95.3605238167	29.7599615833	Modern Hotel
16141	-95.3670537333	29.76255315	Theatre
16458	-95.4600559333	29.7484381333	American
16625	-95.3901296854	29.7221111216	Garden
16630	-95.4159808159	29.7382032291	American
16853	-95.4639611	29.7848973	Burgers
17172	-95.4367733002	29.7284490508	Whataburger
17206	-95.5344168167	29.78540835	Five Guys Burgers and Fries
17251	-95.3886332667	29.7198077667	Theatre
17443	-95.6056927	29.9209729167	Diner
17466	-95.5310466	29.6869066	Breakfast
17506	-95.59470593	29.70310699	Asian
18098	-95.4105421167	29.7502927	American
18146	-95.5396842957	29.7358882115	Asian
18464	-95.5553355282	29.9644781838	Cineplex
19549	-95.5109038167	29.9805652667	American
19592	-95.39563411	29.76753503	Italian
20301	-95.4191350937	29.7371225837	Breakfast
20336	-95.4021984667	29.7426498167	Diner
20371	-95.6104148238	29.9192187764	Holiday Inn Express
20951	-95.61738425	29.6054666	Mexican
21290	-95.4152314322	29.7157270642	Other - Food 
21303	-95.4573082924	29.7545698571	Bakery
22162	-95.57331705	29.57431703	Italian
22567	-95.4996069031	29.7501483224	Five Guys Burgers and Fries
22632	-95.6003853678	29.6238372206	Mexican
22647	-95.4551620483	29.7412109375	Steakhouse
22781	-95.3852988167	29.7229912167	Museum
23523	-95.3393554688	29.9877985723	Airport
23703	-95.4366612056	29.7327047232	Sushi
23984	-95.42726927	29.76273524	Sushi
24172	-95.4721677303	29.7852465897	IKEA
24635	-95.5963541	29.5899461	Salon & Barbershop
24643	-95.5722032667	29.9945632167	Fountain
24646	-95.5718185667	29.9944915833	Wine Bar
24799	-95.3806775808	29.768021187	Coffee Shop
25439	-95.5840272214	29.8905465826	Burgers
25638	-95.6189898667	29.72172085	Dive Bar
25698	-95.5452919833	29.9798721333	City Park
25756	-95.4176827667	29.8031368	BBQ
25847	-95.5853424072	29.6337356567	Asian
26051	-95.377321	29.7497899	Sports Bar
26053	-95.4565750333	29.756978	American
26212	-95.4116941	29.73212152	Pizza
26381	-95.4606449604	29.7826952101	Contemporary Church
26484	-95.5804211833	29.9665097167	City Park
26508	-95.3855588333	29.74967925	Coffee Shop
26511	-95.3855386	29.7496886333	Contemporary Church
26537	-95.5313766495	29.7871869682	Grocery
26547	-95.4764914513	29.7953117999	School
26593	-95.4574155807	29.7412494686	Luxury Hotel
26597	-95.4855144024	29.7944459151	Church
26609	-95.5568289757	29.7829745614	Steakhouse
26616	-95.3630983829	29.75899407	Pub
26619	-95.4847171028	29.7833634009	Gas & Automotive
26621	-95.4832184315	29.7959076733	Church
26676	-95.3560044167	29.7116687	BBQ
26716	-95.11974465	29.5580272333	Library
26767	-95.5148208591	29.780325408	Fire Station
27058	-95.449518688	29.7469551623	Luxury Hotel
